Province,City/Municipality
Nueva Vizcaya,Quezon
Nueva Vizcaya,Santa Fe (Imugan)
Nueva Vizcaya,Solano
Nueva Vizcaya,Villaverde (Ibung)
Occidental Mindoro,Abra de Ilog
Occidental Mindoro,Calintaan
Occidental Mindoro,Looc
Occidental Mindoro,Lubang
Occidental Mindoro,Magsaysay
Occidental Mindoro,Mamburao
Occidental Mindoro,Paluan
Occidental Mindoro,Rizal
Occidental Mindoro,Sablayan
Occidental Mindoro,San Jose
Occidental Mindoro,Santa Cruz
Oriental Mindoro,Baco
Oriental Mindoro,Bansud
Oriental Mindoro,Bongabong
Oriental Mindoro,Bulalacao (San Pedro)
Oriental Mindoro,Calapan
Oriental Mindoro,Gloria
Oriental Mindoro,Mansalay
Oriental Mindoro,Naujan
Oriental Mindoro,Pinamalayan
Oriental Mindoro,Pola
Oriental Mindoro,Puerto Galera
Oriental Mindoro,Roxas
Oriental Mindoro,San Teodoro
Oriental Mindoro,Socorro
Oriental Mindoro,Victoria
Palawan,Aborlan
Palawan,Agutaya
Palawan,Araceli
Palawan,Balabac
Palawan,Bataraza
Palawan,Brooke's Point
Palawan,Busuanga
Palawan,Cagayancillo
Palawan,Coron
Palawan,Culion
Palawan,Cuyo
Palawan,Dumaran
Palawan,El Nido
Palawan,Kalayaan
Palawan,Linapacan
Palawan,Magsaysay
Palawan,Narra
Palawan,Puerto Princesa
Palawan,Quezon
Palawan,Rizal
Palawan,Roxas
Palawan,San Vicente
Palawan,Sofronio Española
Palawan,Taytay
Pampanga,Angeles
Pampanga,Apalit
Pampanga,Arayat
Pampanga,Bacolor
Pampanga,Candaba
Pampanga,Floridablanca
Pampanga,Guagua
Pampanga,Lubao
Pampanga,Mabalacat
Pampanga,Macabebe
Pampanga,Magalang
Pampanga,Masantol
Pampanga,Mexico
Pampanga,Minalin
Pampanga,Porac
Pampanga,San Fernando
Pampanga,San Luis
Pampanga,San Simon
Pampanga,Santa Ana
Pampanga,Santa Rita
Pampanga,Santo Tomas
Pampanga,Sasmuan
Quezon,Agdangan
Quezon,Alabat
Quezon,Atimonan
Quezon,Buenavista
Quezon,Burdeos
Quezon,Calauag
Quezon,Candelaria
Quezon,Catanauan
Quezon,Dolores
Quezon,General Luna
Quezon,General Nakar
Quezon,Guinayangan
Quezon,Gumaca
Quezon,Infanta
Quezon,Jomalig
Quezon,Lopez
Quezon,Lucban
Quezon,Lucena
Quezon,Macalelon
Quezon,Mauban
Quezon,Mulanay
Quezon,Padre Burgos
Quezon,Pagbilao
Quezon,Panukulan
Quezon,Patnanungan
Quezon,Perez
Quezon,Pitogo
Quezon,Plaridel
Quezon,Polillo
Quezon,Quezon
Quezon,Real
Quezon,Sampaloc
Quezon,San Andres
Quezon,San Antonio
Quezon,San Francisco
Quezon,San Narciso
Quezon,Sariaya
Quezon,Tagkawayan
Quezon,Tayabas
Quezon,Tiaong
Quezon,Unisan
Quirino,Aglipay
Quirino,Cabarroguis
Quirino,Diffun
Quirino,Maddela
Quirino,Nagtipunan
Quirino,Saguday
Rizal,Angono
Rizal,Antipolo
Rizal,Baras
Rizal,Binangonan
Rizal,Cainta
Rizal,Cardona
Rizal,Jalajala
Rizal,Morong
Rizal,Pililla
Rizal,Rodriguez
Rizal,San Mateo
Rizal,Tanay
Rizal,Taytay
Rizal,Teresa
Romblon,Alcantara
Romblon,Banton (Jones)
Romblon,Cajidiocan
Romblon,Calatrava
Romblon,Concepcion
Romblon,Corcuera
Romblon,Ferrol
Romblon,Looc
Romblon,Magdiwang
Romblon,Odiongan
Romblon,Romblon
Romblon,San Agustin
Romblon,San Andres
Romblon,San Fernando
Romblon,San Jose
Romblon,Santa Fe
Romblon,Santa Maria (Imelda)
Samar,Almagro
Samar,Basey
Samar,Calbayog
Samar,Calbiga
Samar,Catbalogan
Samar,Daram
Samar,Gandara
Samar,Hinabangan
Samar,Jiabong
Samar,Marabut
Samar,Matuguinao
Samar,Motiong
Samar,Pagsanghan
Samar,Paranas (Wright)
Samar,Pinabacdao
Samar,San Jorge
Samar,San Jose de Buan
Samar,San Sebastian
Samar,Santa Margarita
Samar,Santa Rita
Samar,Santo Niño
Samar,Tagapul-an
Samar,Talalora
Samar,Tarangnan
Samar,Villareal
Samar,Zumarraga
Sarangani,Alabel
Sarangani,Glan
Sarangani,Kiamba
Sarangani,Maasim
Sarangani,Maitum
Sarangani,Malapatan
Sarangani,Malungon
Siquijor,Enrique Villanueva
Siquijor,Larena
Siquijor,Lazi
Siquijor,Maria
Siquijor,San Juan
Siquijor,Siquijor
Sorsogon,Barcelona
Sorsogon,Bulan
Sorsogon,Bulusan
Sorsogon,Casiguran
Sorsogon,Castilla
Sorsogon,Donsol
Sorsogon,Gubat
Sorsogon,Irosin
Sorsogon,Juban
Sorsogon,Magallanes
Sorsogon,Matnog
Sorsogon,Pilar
Sorsogon,Prieto Diaz
Sorsogon,Santa Magdalena
Sorsogon,Sorsogon City
South Cotabato,Banga
South Cotabato,General Santos
South Cotabato,Koronadal
South Cotabato,Lake Sebu
South Cotabato,Norala
South Cotabato,Polomolok
South Cotabato,Santo Niño
South Cotabato,Surallah
South Cotabato,T'Boli
South Cotabato,Tampakan
South Cotabato,Tantangan
South Cotabato,Tupi
Southern Leyte,Anahawan
Southern Leyte,Bontoc
Southern Leyte,Hinunangan
Southern Leyte,Hinundayan
Southern Leyte,Libagon
Southern Leyte,Liloan
Southern Leyte,Limasawa
Southern Leyte,Maasin
Southern Leyte,Macrohon
Southern Leyte,Malitbog
Southern Leyte,Padre Burgos
Southern Leyte,Pintuyan
Southern Leyte,Saint Bernard
Southern Leyte,San Francisco
Southern Leyte,San Juan (Cabalian)
Southern Leyte,San Ricardo
Southern Leyte,Silago
Southern Leyte,Sogod
Southern Leyte,Tomas Oppus
Sultan Kudarat,Bagumbayan
Sultan Kudarat,Columbio
Sultan Kudarat,Esperanza
Sultan Kudarat,Isulan
Sultan Kudarat,Kalamansig
Sultan Kudarat,Lambayong (Mariano Marcos)
Sultan Kudarat,Lebak
Sultan Kudarat,Lutayan
Sultan Kudarat,Palimbang
Sultan Kudarat,President Quirino
Sultan Kudarat,Senator Ninoy Aquino
Sultan Kudarat,Tacurong
Sulu,Banguingui
Sulu,Hadji Panglima Tahil
Sulu,Indanan
Sulu,Jolo
Sulu,Kalingalan Caluang
Sulu,Lugus
Sulu,Luuk
Sulu,Maimbung
Sulu,Old Panamao
Sulu,Omar
Sulu,Pandami
Sulu,Panglima Estino
Sulu,Pangutaran
Sulu,Parang
Sulu,Pata
Sulu,Patikul
Sulu,Siasi
Sulu,Talipao
Sulu,Tapul
Surigao del Norte,Alegria
Surigao del Norte,Bacuag
Surigao del Norte,Burgos
Surigao del Norte,Claver
Surigao del Norte,Dapa
Surigao del Norte,Del Carmen
Surigao del Norte,General Luna
Surigao del Norte,Gigaquit
Surigao del Norte,Mainit
Surigao del Norte,Malimono
Surigao del Norte,Pilar
Surigao del Norte,Placer
Surigao del Norte,San Benito
Surigao del Norte,San Francisco (Anao-Aon)
Surigao del Norte,San Isidro
Surigao del Norte,Santa Monica (Sapao)
Surigao del Norte,Sison
Surigao del Norte,Socorro
Surigao del Norte,Surigao City
Surigao del Norte,Tagana-an
Surigao del Norte,Tubod
Surigao del Sur,Barobo
Surigao del Sur,Bayabas
Surigao del Sur,Bislig
Surigao del Sur,Cagwait
Surigao del Sur,Cantilan
Surigao del Sur,Carmen
Surigao del Sur,Carrascal
Surigao del Sur,Cortes
Surigao del Sur,Hinatuan
Surigao del Sur,Lanuza
Surigao del Sur,Lianga
Surigao del Sur,Lingig
Surigao del Sur,Madrid
Surigao del Sur,Marihatag
Surigao del Sur,San Agustin
Surigao del Sur,San Miguel
Surigao del Sur,Tagbina
Surigao del Sur,Tago
Surigao del Sur,Tandag
Tarlac,Anao
Tarlac,Bamban
Tarlac,Camiling
Tarlac,Capas
Tarlac,Concepcion
Tarlac,Gerona
Tarlac,La Paz
Tarlac,Mayantoc
Tarlac,Moncada
Tarlac,Paniqui
Tarlac,Pura
Tarlac,Ramos
Tarlac,San Clemente
Tarlac,San Jose
Tarlac,San Manuel
Tarlac,Santa Ignacia
Tarlac,Tarlac City
Tarlac,Victoria
Tawi-Tawi,Bongao
Tawi-Tawi,Languyan
Tawi-Tawi,Mapun
Tawi-Tawi,Panglima Sugala [ii]
Tawi-Tawi,Sapa-Sapa
Tawi-Tawi,Sibutu
Tawi-Tawi,Simunul
Tawi-Tawi,Sitangkai
Tawi-Tawi,South Ubian
Tawi-Tawi,Tandubas
Tawi-Tawi,Turtle Islands
Zambales,Botolan
Zambales,Cabangan
Zambales,Candelaria
Zambales,Castillejos
Zambales,Iba
Zambales,Masinloc
Zambales,Olongapo
Zambales,Palauig
Zambales,San Antonio
Zambales,San Felipe
Zambales,San Marcelino
Zambales,San Narciso
Zambales,Santa Cruz
Zambales,Subic
Zamboanga del Norte,Baliguian
Zamboanga del Norte,Dapitan
Zamboanga del Norte,Dipolog
Zamboanga del Norte,Godod
Zamboanga del Norte,Gutalac
Zamboanga del Norte,Jose Dalman
Zamboanga del Norte,Kalawit
Zamboanga del Norte,Katipunan
Zamboanga del Norte,La Libertad
Zamboanga del Norte,Labason
Zamboanga del Norte,Leon B. Postigo
Zamboanga del Norte,Liloy
Zamboanga del Norte,Manukan
Zamboanga del Norte,Mutia
Zamboanga del Norte,Piñan
Zamboanga del Norte,Polanco
Zamboanga del Norte,President Manuel A. Roxas
Zamboanga del Norte,Rizal
Zamboanga del Norte,Salug
Zamboanga del Norte,Sergio Osmeña Sr.
Zamboanga del Norte,Siayan
Zamboanga del Norte,Sibuco
Zamboanga del Norte,Sibutad
Zamboanga del Norte,Sindangan
Zamboanga del Norte,Siocon
Zamboanga del Norte,Sirawai
Zamboanga del Norte,Tampilisan
Zamboanga del Sur,Aurora
Zamboanga del Sur,Bayog
Zamboanga del Sur,Dimataling
Zamboanga del Sur,Dinas
Zamboanga del Sur,Dumalinao
Zamboanga del Sur,Dumingag
Zamboanga del Sur,Guipos
Zamboanga del Sur,Josefina
Zamboanga del Sur,Kumalarang
Zamboanga del Sur,Labangan
Zamboanga del Sur,Lakewood
Zamboanga del Sur,Lapuyan
Zamboanga del Sur,Mahayag
Zamboanga del Sur,Margosatubig
Zamboanga del Sur,Midsalip
Zamboanga del Sur,Molave
Zamboanga del Sur,Pagadian
Zamboanga del Sur,Pitogo
Zamboanga del Sur,Ramon Magsaysay (Liargo)
Zamboanga del Sur,San Miguel
Zamboanga del Sur,San Pablo
Zamboanga del Sur,Sominot (Don Mariano Marcos)
Zamboanga del Sur,Tabina
Zamboanga del Sur,Tambulig
Zamboanga del Sur,Tigbao
Zamboanga del Sur,Tukuran
Zamboanga del Sur,Vincenzo A. Sagun
Zamboanga del Sur,Zamboanga City
Zamboanga Sibugay,Alicia
Zamboanga Sibugay,Buug
Zamboanga Sibugay,Diplahan
Zamboanga Sibugay,Imelda
Zamboanga Sibugay,Ipil
Zamboanga Sibugay,Kabasalan
Zamboanga Sibugay,Mabuhay
Zamboanga Sibugay,Malangas
Zamboanga Sibugay,Naga
Zamboanga Sibugay,Olutanga
Zamboanga Sibugay,Payao
Zamboanga Sibugay,Roseller Lim
Zamboanga Sibugay,Siay
Zamboanga Sibugay,Talusan
Zamboanga Sibugay,Titay
Zamboanga Sibugay,Tungawan
Metro Manila,Caloocan
Metro Manila,Las Piñas
Metro Manila,Makati
Metro Manila,Malabon
Metro Manila,Mandaluyong
Metro Manila,Manila
Metro Manila,Marikina
Metro Manila,Muntinlupa
Metro Manila,Navotas
Metro Manila,Parañaque
Metro Manila,Pasay
Metro Manila,Pasig
Metro Manila,Pateros
Metro Manila,Quezon City
Metro Manila,San Juan
Metro Manila,Taguig
Metro Manila,Valenzuela
Bohol,Alburquerque
Bohol,Antequera
Bohol,Baclayon
Bohol,Balilihan
Bohol,Calape
Bohol,Catigbian
Bohol,Corella
Bohol,Cortes
Bohol,Dauis
Bohol,Loon
Bohol,Maribojoc
Bohol,Panglao
Bohol,Sikatuna
Bohol,Tagbilaran
Bohol,Tubigon
Bohol,Bien Unido
Bohol,Buenavista
Bohol,Clarin
Bohol,Dagohoy
Bohol,Danao
Bohol,Getafe
Bohol,Inabanga
Bohol,President Carlos P. Garcia
Bohol,Sagbayan
Bohol,San Isidro
Bohol,San Miguel
Bohol,Talibon
Bohol,Trinidad
Bohol,Ubay
Bohol,Alicia
Bohol,Anda
Bohol,Batuan
Bohol,Bilar
Bohol,Candijay
Bohol,Carmen
Bohol,Dimiao
Bohol,Garcia Hernandez
Bohol,Guindulman
Bohol,Jagna
Bohol,Sevilla
Bohol,Lila
Bohol,Loay
Bohol,Loboc
Bohol,Mabini
Bohol,Pilar
Bohol,Sierra Bullones
Bohol,Valencia
Pangasinan,Alaminos
Pangasinan,Dagupan
Pangasinan,San Carlos
Pangasinan,Urdaneta
Pangasinan,Agno
Pangasinan,Aguilar
Pangasinan,Alcala
Pangasinan,Anda
Pangasinan,Asingan
Pangasinan,Balungao
Pangasinan,Bani
Pangasinan,Basista
Pangasinan,Bautista
Pangasinan,Bayambang
Pangasinan,Binalonan
Pangasinan,Binmaley
Pangasinan,Bolinao
Pangasinan,Bugallon
Pangasinan,Burgos
Pangasinan,Calasiao
Pangasinan,Dasol
Pangasinan,Infanta
Pangasinan,Labrador
Pangasinan,Laoac
Pangasinan,Lingayen
Pangasinan,Mabini
Pangasinan,Malasiqui
Pangasinan,Manaoag
Pangasinan,Mangaldan
Pangasinan,Mangatarem
Pangasinan,Mapandan
Pangasinan,Natividad
Pangasinan,Pozorrubio
Pangasinan,Rosales
Pangasinan,San Fabian
Pangasinan,San Jacinto
Pangasinan,San Manuel
Pangasinan,San Nicolas
Pangasinan,San Quintin
Pangasinan,Santa Barbara
Pangasinan,Santa Maria
Pangasinan,Santo Tomas
Pangasinan,Sison
Pangasinan,Sual
Pangasinan,Tayug
Pangasinan,Umingan
Pangasinan,Urbiztondo
Pangasinan,Villasis
